title,company,location,date,type,desc,requirements,impact,forMortals
Python Developer WinDifferent - Remote Work | REF#284312 Python Developer WinDifferent - Remote Work | REF#284312 with verification,BairesDev,República Dominicana (En remoto),Mayo 2026,IA y Automatización,Implementación de soluciones de inteligencia artificial y automatización de procesos operativos en BairesDev.,Python / TensorFlow / PyTorch | Modelos LLM y IA Generativa | MLOps & Pipelines | Automatización RPA,Incrementa la eficiencia operativa hasta un 70% reduciendo tareas manuales repetitivas.,Es usar computadoras que aprenden solas para hacer trabajos repetitivos sin intervención humana.
Network Engineer Network Engineer,Quagnito Solutions Pvt Ltd,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Cloud & Infraestructura,"Gestión de infraestructura en la nube, redes y sistemas de alta disponibilidad en Quagnito Solutions Pvt Ltd.","AWS / Azure / GCP Certified | Kubernetes & Docker | Terraform & Ansible | Redes: switches, firewalls",Asegura 99.9% de disponibilidad de los sistemas digitales de la organización.,Es mantener encendidos y seguros todos los servidores y redes que hacen funcionar la empresa.
Network Engineer Network Engineer,Natobotics,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Cloud & Infraestructura,"Gestión de infraestructura en la nube, redes y sistemas de alta disponibilidad en Natobotics.","AWS / Azure / GCP Certified | Kubernetes & Docker | Terraform & Ansible | Redes: switches, firewalls",Asegura 99.9% de disponibilidad de los sistemas digitales de la organización.,Es mantener encendidos y seguros todos los servidores y redes que hacen funcionar la empresa.
Senior Network Engineer Senior Network Engineer with verification,Wavin,República Dominicana (Presencial),Mayo 2026,Cloud & Infraestructura,"Gestión de infraestructura en la nube, redes y sistemas de alta disponibilidad en Wavin.","AWS / Azure / GCP Certified | Kubernetes & Docker | Terraform & Ansible | Redes: switches, firewalls",Asegura 99.9% de disponibilidad de los sistemas digitales de la organización.,Es mantener encendidos y seguros todos los servidores y redes que hacen funcionar la empresa.
Network Engineer Network Engineer with verification,The Functionary,República Dominicana (Presencial),Mayo 2026,Cloud & Infraestructura,"Gestión de infraestructura en la nube, redes y sistemas de alta disponibilidad en The Functionary.","AWS / Azure / GCP Certified | Kubernetes & Docker | Terraform & Ansible | Redes: switches, firewalls",Asegura 99.9% de disponibilidad de los sistemas digitales de la organización.,Es mantener encendidos y seguros todos los servidores y redes que hacen funcionar la empresa.
Senior Transmission Network Support Engineer Senior Transmission Network Support Engineer with verification,Penta Consulting,América Latina (En remoto),Mayo 2026,Cloud & Infraestructura,"Gestión de infraestructura en la nube, redes y sistemas de alta disponibilidad en Penta Consulting.","AWS / Azure / GCP Certified | Kubernetes & Docker | Terraform & Ansible | Redes: switches, firewalls",Asegura 99.9% de disponibilidad de los sistemas digitales de la organización.,Es mantener encendidos y seguros todos los servidores y redes que hacen funcionar la empresa.
Network Infrastructure Engineer (Automation Focus) Network Infrastructure Engineer (Automation Focus),Stateside,América Latina (En remoto),Mayo 2026,Cloud & Infraestructura,"Gestión de infraestructura en la nube, redes y sistemas de alta disponibilidad en Stateside.","AWS / Azure / GCP Certified | Kubernetes & Docker | Terraform & Ansible | Redes: switches, firewalls",Asegura 99.9% de disponibilidad de los sistemas digitales de la organización.,Es mantener encendidos y seguros todos los servidores y redes que hacen funcionar la empresa.
Ingeniero de Infraestructura Cloud & Redes (AWS) Ingeniero de Infraestructura Cloud & Redes (AWS) with verification,Stefanini LATAM,América Latina (En remoto),Mayo 2026,Cloud & Infraestructura,"Gestión de infraestructura en la nube, redes y sistemas de alta disponibilidad en Stefanini LATAM.","AWS / Azure / GCP Certified | Kubernetes & Docker | Terraform & Ansible | Redes: switches, firewalls",Asegura 99.9% de disponibilidad de los sistemas digitales de la organización.,Es mantener encendidos y seguros todos los servidores y redes que hacen funcionar la empresa.
Trainee in Application Lab Trainee in Application Lab with verification,STMicroelectronics,"Batey 8, Provincia Independencia, República Dominicana (Presencial)",Mayo 2026,Ingeniería Electrónica,"Diseño, diagnóstico e integración de sistemas electrónicos, instrumentación, PLC, SCADA e IoT industrial en STMicroelectronics.",PLC / SCADA | Instrumentación industrial | Sensores e IoT | Electrónica de potencia,Mejora el monitoreo y control de procesos productivos críticos.,"Es conectar sensores, controles y equipos para que las máquinas puedan medirse, comunicarse y operar mejor."
Electrical BIM Job Captain Electrical BIM Job Captain,ENG,"Batey 8, Provincia Independencia, República Dominicana (Presencial)",Mayo 2026,Ingeniería Electrónica,"Diseño, diagnóstico e integración de sistemas electrónicos, instrumentación, PLC, SCADA e IoT industrial en ENG.",PLC / SCADA | Instrumentación industrial | Sensores e IoT | Electrónica de potencia,Mejora el monitoreo y control de procesos productivos críticos.,"Es conectar sensores, controles y equipos para que las máquinas puedan medirse, comunicarse y operar mejor."
Principal EDI Integration Engineer - Remote - Latin America Principal EDI Integration Engineer - Remote - Latin America,FullStack,República Dominicana (En remoto),Mayo 2026,Ingeniería Electrónica,"Diseño, diagnóstico e integración de sistemas electrónicos, instrumentación, PLC, SCADA e IoT industrial en FullStack.",PLC / SCADA | Instrumentación industrial | Sensores e IoT | Electrónica de potencia,Mejora el monitoreo y control de procesos productivos críticos.,"Es conectar sensores, controles y equipos para que las máquinas puedan medirse, comunicarse y operar mejor."
Business Intelligence RF Engineer (HYBRID) | DOMINICAN REPUBLIC Business Intelligence RF Engineer (HYBRID) | DOMINICAN REPUBLIC with verification,Phoenix Tower International,República Dominicana (En remoto),Mayo 2026,Ingeniería Electrónica,"Diseño, diagnóstico e integración de sistemas electrónicos, instrumentación, PLC, SCADA e IoT industrial en Phoenix Tower International.",PLC / SCADA | Instrumentación industrial | Sensores e IoT | Electrónica de potencia,Mejora el monitoreo y control de procesos productivos críticos.,"Es conectar sensores, controles y equipos para que las máquinas puedan medirse, comunicarse y operar mejor."
Senior Electronic Process Engineer Senior Electronic Process Engineer with verification,Hayco,"San Cristobal, San Cristóbal, República Dominicana (En remoto)",Mayo 2026,Ingeniería Electrónica,"Diseño, diagnóstico e integración de sistemas electrónicos, instrumentación, PLC, SCADA e IoT industrial en Hayco.",PLC / SCADA | Instrumentación industrial | Sensores e IoT | Electrónica de potencia,Mejora el monitoreo y control de procesos productivos críticos.,"Es conectar sensores, controles y equipos para que las máquinas puedan medirse, comunicarse y operar mejor."
"Anlagenmechaniker SHK, Elektriker oder Mechatroniker (m/w/d) - Servicefahrzeug ab Wohnort Anlagenmechaniker SHK, Elektriker oder Mechatroniker (m/w/d) - Servicefahrzeug ab Wohnort with verification",GRUNDFOS,"San Cristobal, San Cristóbal, República Dominicana (En remoto)",Mayo 2026,Ingeniería Electrónica,"Diseño, diagnóstico e integración de sistemas electrónicos, instrumentación, PLC, SCADA e IoT industrial en GRUNDFOS.",PLC / SCADA | Instrumentación industrial | Sensores e IoT | Electrónica de potencia,Mejora el monitoreo y control de procesos productivos críticos.,"Es conectar sensores, controles y equipos para que las máquinas puedan medirse, comunicarse y operar mejor."
Ingenieros Eléctricos Ingenieros Eléctricos,Tu Empleo RD,"Santo Domingo de Guzmán, Distrito Nacional, República Dominicana (Híbrido)",Mayo 2026,Ingeniería Electrónica,"Diseño, diagnóstico e integración de sistemas electrónicos, instrumentación, PLC, SCADA e IoT industrial en Tu Empleo RD.",PLC / SCADA | Instrumentación industrial | Sensores e IoT | Electrónica de potencia,Mejora el monitoreo y control de procesos productivos críticos.,"Es conectar sensores, controles y equipos para que las máquinas puedan medirse, comunicarse y operar mejor."
Pueblo Viejo - Responsable de Sistemas de Abastecimiento y Centro de Excelencia Pueblo Viejo - Responsable de Sistemas de Abastecimiento y Centro de Excelencia,Barrick Pueblo Viejo,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Ingeniería Electrónica,"Diseño, diagnóstico e integración de sistemas electrónicos, instrumentación, PLC, SCADA e IoT industrial en Barrick Pueblo Viejo.",PLC / SCADA | Instrumentación industrial | Sensores e IoT | Electrónica de potencia,Mejora el monitoreo y control de procesos productivos críticos.,"Es conectar sensores, controles y equipos para que las máquinas puedan medirse, comunicarse y operar mejor."
Gerente de Sostenibilidad C&C Gerente de Sostenibilidad C&C with verification,Tetra Pak,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Ingeniería Electrónica,"Diseño, diagnóstico e integración de sistemas electrónicos, instrumentación, PLC, SCADA e IoT industrial en Tetra Pak.",PLC / SCADA | Instrumentación industrial | Sensores e IoT | Electrónica de potencia,Mejora el monitoreo y control de procesos productivos críticos.,"Es conectar sensores, controles y equipos para que las máquinas puedan medirse, comunicarse y operar mejor."
Digital Strategist Digital Strategist,PHD Dominicana,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Ingeniería Electrónica,"Diseño, diagnóstico e integración de sistemas electrónicos, instrumentación, PLC, SCADA e IoT industrial en PHD Dominicana.",PLC / SCADA | Instrumentación industrial | Sensores e IoT | Electrónica de potencia,Mejora el monitoreo y control de procesos productivos críticos.,"Es conectar sensores, controles y equipos para que las máquinas puedan medirse, comunicarse y operar mejor."
Director of Technology Innovation & Date (IT) Director of Technology Innovation & Date (IT) with verification,Four Seasons,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Ingeniería Electrónica,"Diseño, diagnóstico e integración de sistemas electrónicos, instrumentación, PLC, SCADA e IoT industrial en Four Seasons.",PLC / SCADA | Instrumentación industrial | Sensores e IoT | Electrónica de potencia,Mejora el monitoreo y control de procesos productivos críticos.,"Es conectar sensores, controles y equipos para que las máquinas puedan medirse, comunicarse y operar mejor."
Electronics Expert - DesignSpark PCB - Remote Electronics Expert - DesignSpark PCB - Remote,YO IT Consulting,República Dominicana (En remoto),Mayo 2026,Ingeniería Eléctrica / Energía,"Gestión de sistemas eléctricos, energía solar, renovables, BESS, microrredes, potencia y eficiencia energética en YO IT Consulting.",Sistemas de potencia | Solar FV / BESS | Smart Grid / Microgrid | Normativas eléctricas,Reduce costos energéticos y mejora la continuidad de infraestructura crítica.,"Es diseñar y operar energía segura, eficiente y cada vez más renovable para empresas y comunidades."
"Engineer, Senior - NPI* Engineer, Senior - NPI*",Integer Holdings Corporation,República Dominicana (Presencial),Mayo 2026,Ingeniería Eléctrica / Energía,"Gestión de sistemas eléctricos, energía solar, renovables, BESS, microrredes, potencia y eficiencia energética en Integer Holdings Corporation.",Sistemas de potencia | Solar FV / BESS | Smart Grid / Microgrid | Normativas eléctricas,Reduce costos energéticos y mejora la continuidad de infraestructura crítica.,"Es diseñar y operar energía segura, eficiente y cada vez más renovable para empresas y comunidades."
Operations Assistant Operations Assistant with verification,Remote Leverage,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Ingeniería Eléctrica / Energía,"Gestión de sistemas eléctricos, energía solar, renovables, BESS, microrredes, potencia y eficiencia energética en Remote Leverage.",Sistemas de potencia | Solar FV / BESS | Smart Grid / Microgrid | Normativas eléctricas,Reduce costos energéticos y mejora la continuidad de infraestructura crítica.,"Es diseñar y operar energía segura, eficiente y cada vez más renovable para empresas y comunidades."
Desarrollador de Negocio (Baja Tensión) Desarrollador de Negocio (Baja Tensión) with verification,CHINT Electric,América Latina (En remoto),Mayo 2026,Ingeniería Eléctrica / Energía,"Gestión de sistemas eléctricos, energía solar, renovables, BESS, microrredes, potencia y eficiencia energética en CHINT Electric.",Sistemas de potencia | Solar FV / BESS | Smart Grid / Microgrid | Normativas eléctricas,Reduce costos energéticos y mejora la continuidad de infraestructura crítica.,"Es diseñar y operar energía segura, eficiente y cada vez más renovable para empresas y comunidades."
Energy & Power Systems Expert (AI Community) Energy & Power Systems Expert (AI Community),TELUS International AI Data Solutions,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Ingeniería Eléctrica / Energía,"Gestión de sistemas eléctricos, energía solar, renovables, BESS, microrredes, potencia y eficiencia energética en TELUS International AI Data Solutions.",Sistemas de potencia | Solar FV / BESS | Smart Grid / Microgrid | Normativas eléctricas,Reduce costos energéticos y mejora la continuidad de infraestructura crítica.,"Es diseñar y operar energía segura, eficiente y cada vez más renovable para empresas y comunidades."
Ingeniero de mantenimiento Ingeniero de mantenimiento with verification,SOFRATESA,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Ingeniería Eléctrica / Energía,"Gestión de sistemas eléctricos, energía solar, renovables, BESS, microrredes, potencia y eficiencia energética en SOFRATESA.",Sistemas de potencia | Solar FV / BESS | Smart Grid / Microgrid | Normativas eléctricas,Reduce costos energéticos y mejora la continuidad de infraestructura crítica.,"Es diseñar y operar energía segura, eficiente y cada vez más renovable para empresas y comunidades."
Pueblo Viejo - Supervisor(a) Ambiental - GEIs Y Cambio Climático Pueblo Viejo - Supervisor(a) Ambiental - GEIs Y Cambio Climático with verification,Barrick Gold Corporation,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Ingeniería Eléctrica / Energía,"Gestión de sistemas eléctricos, energía solar, renovables, BESS, microrredes, potencia y eficiencia energética en Barrick Gold Corporation.",Sistemas de potencia | Solar FV / BESS | Smart Grid / Microgrid | Normativas eléctricas,Reduce costos energéticos y mejora la continuidad de infraestructura crítica.,"Es diseñar y operar energía segura, eficiente y cada vez más renovable para empresas y comunidades."
Administrative Assistant Administrative Assistant with verification,Remote Leverage,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Ingeniería Eléctrica / Energía,"Gestión de sistemas eléctricos, energía solar, renovables, BESS, microrredes, potencia y eficiencia energética en Remote Leverage.",Sistemas de potencia | Solar FV / BESS | Smart Grid / Microgrid | Normativas eléctricas,Reduce costos energéticos y mejora la continuidad de infraestructura crítica.,"Es diseñar y operar energía segura, eficiente y cada vez más renovable para empresas y comunidades."
Software & Innovation Manager Software & Innovation Manager with verification,VoiceTeam,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Ingeniería Eléctrica / Energía,"Gestión de sistemas eléctricos, energía solar, renovables, BESS, microrredes, potencia y eficiencia energética en VoiceTeam.",Sistemas de potencia | Solar FV / BESS | Smart Grid / Microgrid | Normativas eléctricas,Reduce costos energéticos y mejora la continuidad de infraestructura crítica.,"Es diseñar y operar energía segura, eficiente y cada vez más renovable para empresas y comunidades."
Agentic Azure DevOps Engineer - Remote - Latin America Agentic Azure DevOps Engineer - Remote - Latin America,FullStack,"Santiago de los Caballeros, Santiago, República Dominicana (Presencial)",Mayo 2026,Ingeniería Eléctrica / Energía,"Gestión de sistemas eléctricos, energía solar, renovables, BESS, microrredes, potencia y eficiencia energética en FullStack.",Sistemas de potencia | Solar FV / BESS | Smart Grid / Microgrid | Normativas eléctricas,Reduce costos energéticos y mejora la continuidad de infraestructura crítica.,"Es diseñar y operar energía segura, eficiente y cada vez más renovable para empresas y comunidades."
Education Project Manager Syria South Central Education Project Manager Syria South Central with verification,Norwegian Refugee Council,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Ingeniería Eléctrica / Energía,"Gestión de sistemas eléctricos, energía solar, renovables, BESS, microrredes, potencia y eficiencia energética en Norwegian Refugee Council.",Sistemas de potencia | Solar FV / BESS | Smart Grid / Microgrid | Normativas eléctricas,Reduce costos energéticos y mejora la continuidad de infraestructura crítica.,"Es diseñar y operar energía segura, eficiente y cada vez más renovable para empresas y comunidades."
Gerente Servicios y Operaciones TI Gerente Servicios y Operaciones TI with verification,Asociación La Nacional de Ahorros y Préstamos,"San Pedro de Macorís, San Pedro de Macorís, República Dominicana (En remoto)",Mayo 2026,Ingeniería Eléctrica / Energía,"Gestión de sistemas eléctricos, energía solar, renovables, BESS, microrredes, potencia y eficiencia energética en Asociación La Nacional de Ahorros y Préstamos.",Sistemas de potencia | Solar FV / BESS | Smart Grid / Microgrid | Normativas eléctricas,Reduce costos energéticos y mejora la continuidad de infraestructura crítica.,"Es diseñar y operar energía segura, eficiente y cada vez más renovable para empresas y comunidades."
Technical Director - EU-LAC Cyber-SHIELD (H/F) Technical Director - EU-LAC Cyber-SHIELD (H/F) with verification,Expertise France,América Latina (En remoto),Mayo 2026,Ingeniería Eléctrica / Energía,"Gestión de sistemas eléctricos, energía solar, renovables, BESS, microrredes, potencia y eficiencia energética en Expertise France.",Sistemas de potencia | Solar FV / BESS | Smart Grid / Microgrid | Normativas eléctricas,Reduce costos energéticos y mejora la continuidad de infraestructura crítica.,"Es diseñar y operar energía segura, eficiente y cada vez más renovable para empresas y comunidades."
IT Support Specialist (Remote) IT Support Specialist (Remote),RemoteVA,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Ingeniería Eléctrica / Energía,"Gestión de sistemas eléctricos, energía solar, renovables, BESS, microrredes, potencia y eficiencia energética en RemoteVA.",Sistemas de potencia | Solar FV / BESS | Smart Grid / Microgrid | Normativas eléctricas,Reduce costos energéticos y mejora la continuidad de infraestructura crítica.,"Es diseñar y operar energía segura, eficiente y cada vez más renovable para empresas y comunidades."
Ai Evaluation Expert - Remote Ai Evaluation Expert - Remote,YO IT Consulting,América Latina (En remoto),Mayo 2026,Ingeniería Eléctrica / Energía,"Gestión de sistemas eléctricos, energía solar, renovables, BESS, microrredes, potencia y eficiencia energética en YO IT Consulting.",Sistemas de potencia | Solar FV / BESS | Smart Grid / Microgrid | Normativas eléctricas,Reduce costos energéticos y mejora la continuidad de infraestructura crítica.,"Es diseñar y operar energía segura, eficiente y cada vez más renovable para empresas y comunidades."
Subgerente Inteligencia y Monitoreo PLAFT Subgerente Inteligencia y Monitoreo PLAFT,Asociación La Nacional de Ahorros y Préstamos,América Latina (En remoto),Mayo 2026,Ingeniería Eléctrica / Energía,"Gestión de sistemas eléctricos, energía solar, renovables, BESS, microrredes, potencia y eficiencia energética en Asociación La Nacional de Ahorros y Préstamos.",Sistemas de potencia | Solar FV / BESS | Smart Grid / Microgrid | Normativas eléctricas,Reduce costos energéticos y mejora la continuidad de infraestructura crítica.,"Es diseñar y operar energía segura, eficiente y cada vez más renovable para empresas y comunidades."
Coordinador de Seguridad Coorporativa. Coordinador de Seguridad Coorporativa.,servicios medicos,América Latina (En remoto),Mayo 2026,Ingeniería Eléctrica / Energía,"Gestión de sistemas eléctricos, energía solar, renovables, BESS, microrredes, potencia y eficiencia energética en servicios medicos.",Sistemas de potencia | Solar FV / BESS | Smart Grid / Microgrid | Normativas eléctricas,Reduce costos energéticos y mejora la continuidad de infraestructura crítica.,"Es diseñar y operar energía segura, eficiente y cada vez más renovable para empresas y comunidades."
CONSULTOR ANALISTA DE DOCUMENTACIÓN CONSULTOR ANALISTA DE DOCUMENTACIÓN,PERCEPTIO S.A.S.,América Latina (En remoto),Mayo 2026,Ingeniería Eléctrica / Energía,"Gestión de sistemas eléctricos, energía solar, renovables, BESS, microrredes, potencia y eficiencia energética en PERCEPTIO S.A.S..",Sistemas de potencia | Solar FV / BESS | Smart Grid / Microgrid | Normativas eléctricas,Reduce costos energéticos y mejora la continuidad de infraestructura crítica.,"Es diseñar y operar energía segura, eficiente y cada vez más renovable para empresas y comunidades."
Automotive Tech Support (Remote) Automotive Tech Support (Remote),Horatio,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Ingeniería Eléctrica / Energía,"Gestión de sistemas eléctricos, energía solar, renovables, BESS, microrredes, potencia y eficiencia energética en Horatio.",Sistemas de potencia | Solar FV / BESS | Smart Grid / Microgrid | Normativas eléctricas,Reduce costos energéticos y mejora la continuidad de infraestructura crítica.,"Es diseñar y operar energía segura, eficiente y cada vez más renovable para empresas y comunidades."
"Gerente Senior de Go To Market - Fijo, Pospago & FMC (Oportunidad de Reubicación) Gerente Senior de Go To Market - Fijo, Pospago & FMC (Oportunidad de Reubicación)",Más Móvil,"Santo Domingo, Distrito Nacional, República Dominicana (En remoto)",Mayo 2026,Ingeniería Eléctrica / Energía,"Gestión de sistemas eléctricos, energía solar, renovables, BESS, microrredes, potencia y eficiencia energética en Más Móvil.",Sistemas de potencia | Solar FV / BESS | Smart Grid / Microgrid | Normativas eléctricas,Reduce costos energéticos y mejora la continuidad de infraestructura crítica.,"Es diseñar y operar energía segura, eficiente y cada vez más renovable para empresas y comunidades."
Corporativo - Product Owner Corporativo - Product Owner,Centro Cuesta Nacional,América Latina (En remoto),Mayo 2026,Ingeniería Eléctrica / Energía,"Gestión de sistemas eléctricos, energía solar, renovables, BESS, microrredes, potencia y eficiencia energética en Centro Cuesta Nacional.",Sistemas de potencia | Solar FV / BESS | Smart Grid / Microgrid | Normativas eléctricas,Reduce costos energéticos y mejora la continuidad de infraestructura crítica.,"Es diseñar y operar energía segura, eficiente y cada vez más renovable para empresas y comunidades."
Ingeniero Senior de Desarrollo / Diseño de Productos Ingeniero Senior de Desarrollo / Diseño de Productos,MissionHires,América Latina (En remoto),Mayo 2026,Ingeniería Eléctrica / Energía,"Gestión de sistemas eléctricos, energía solar, renovables, BESS, microrredes, potencia y eficiencia energética en MissionHires.",Sistemas de potencia | Solar FV / BESS | Smart Grid / Microgrid | Normativas eléctricas,Reduce costos energéticos y mejora la continuidad de infraestructura crítica.,"Es diseñar y operar energía segura, eficiente y cada vez más renovable para empresas y comunidades."
Pueblo Viejo - Metallurgy Advisor Pueblo Viejo - Metallurgy Advisor with verification,Barrick Gold Corporation,República Dominicana (Presencial),Mayo 2026,Ingeniería Mecánica / Movilidad,"Mantenimiento predictivo, sistemas mecánicos, robótica móvil, vehículos eléctricos o autónomos y soporte a producción en Barrick Gold Corporation.",Mantenimiento predictivo | CAD / diseño mecánico | Robótica / ADAS | Análisis de fallas,Reduce paradas de equipos y habilita nuevas soluciones de movilidad e inspección.,"Es mantener y mejorar máquinas, vehículos y equipos para que trabajen con menos fallas y más inteligencia."
Produktový inženýr pro sériovou výrobu Produktový inženýr pro sériovou výrobu with verification,MANN+HUMMEL,República Dominicana (Presencial),Mayo 2026,Ingeniería Mecánica / Movilidad,"Mantenimiento predictivo, sistemas mecánicos, robótica móvil, vehículos eléctricos o autónomos y soporte a producción en MANN+HUMMEL.",Mantenimiento predictivo | CAD / diseño mecánico | Robótica / ADAS | Análisis de fallas,Reduce paradas de equipos y habilita nuevas soluciones de movilidad e inspección.,"Es mantener y mejorar máquinas, vehículos y equipos para que trabajen con menos fallas y más inteligencia."
Engineer II - Manufacturing-1 Engineer II - Manufacturing-1,Integer Holdings Corporation,República Dominicana (Presencial),Mayo 2026,Ingeniería Mecánica / Movilidad,"Mantenimiento predictivo, sistemas mecánicos, robótica móvil, vehículos eléctricos o autónomos y soporte a producción en Integer Holdings Corporation.",Mantenimiento predictivo | CAD / diseño mecánico | Robótica / ADAS | Análisis de fallas,Reduce paradas de equipos y habilita nuevas soluciones de movilidad e inspección.,"Es mantener y mejorar máquinas, vehículos y equipos para que trabajen con menos fallas y más inteligencia."
Junior Mechanical Engineer - based in Czech Republic (Brno) or Norway (Kongsberg) Junior Mechanical Engineer - based in Czech Republic (Brno) or Norway (Kongsberg),Kongsberg Precision Cutting Systems,República Dominicana (Presencial),Mayo 2026,Ingeniería Mecánica / Movilidad,"Mantenimiento predictivo, sistemas mecánicos, robótica móvil, vehículos eléctricos o autónomos y soporte a producción en Kongsberg Precision Cutting Systems.",Mantenimiento predictivo | CAD / diseño mecánico | Robótica / ADAS | Análisis de fallas,Reduce paradas de equipos y habilita nuevas soluciones de movilidad e inspección.,"Es mantener y mejorar máquinas, vehículos y equipos para que trabajen con menos fallas y más inteligencia."
INGENIERO DE MANTENIMIENTO INGENIERO DE MANTENIMIENTO,Quala,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Ingeniería Mecánica / Movilidad,"Mantenimiento predictivo, sistemas mecánicos, robótica móvil, vehículos eléctricos o autónomos y soporte a producción en Quala.",Mantenimiento predictivo | CAD / diseño mecánico | Robótica / ADAS | Análisis de fallas,Reduce paradas de equipos y habilita nuevas soluciones de movilidad e inspección.,"Es mantener y mejorar máquinas, vehículos y equipos para que trabajen con menos fallas y más inteligencia."
Field Service Superintendent - Energy Power Plant Field Service Superintendent - Energy Power Plant,Wärtsilä,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Ingeniería Mecánica / Movilidad,"Mantenimiento predictivo, sistemas mecánicos, robótica móvil, vehículos eléctricos o autónomos y soporte a producción en Wärtsilä.",Mantenimiento predictivo | CAD / diseño mecánico | Robótica / ADAS | Análisis de fallas,Reduce paradas de equipos y habilita nuevas soluciones de movilidad e inspección.,"Es mantener y mejorar máquinas, vehículos y equipos para que trabajen con menos fallas y más inteligencia."
Global Technical Leader RDHx Global Technical Leader RDHx with verification,Vertiv,República Dominicana (Híbrido),Mayo 2026,Ingeniería Mecánica / Movilidad,"Mantenimiento predictivo, sistemas mecánicos, robótica móvil, vehículos eléctricos o autónomos y soporte a producción en Vertiv.",Mantenimiento predictivo | CAD / diseño mecánico | Robótica / ADAS | Análisis de fallas,Reduce paradas de equipos y habilita nuevas soluciones de movilidad e inspección.,"Es mantener y mejorar máquinas, vehículos y equipos para que trabajen con menos fallas y más inteligencia."
Ingeniero de Calidad Ingeniero de Calidad with verification,Cardinal Health,República Dominicana (Presencial),Mayo 2026,Ingeniería Mecánica / Movilidad,"Mantenimiento predictivo, sistemas mecánicos, robótica móvil, vehículos eléctricos o autónomos y soporte a producción en Cardinal Health.",Mantenimiento predictivo | CAD / diseño mecánico | Robótica / ADAS | Análisis de fallas,Reduce paradas de equipos y habilita nuevas soluciones de movilidad e inspección.,"Es mantener y mejorar máquinas, vehículos y equipos para que trabajen con menos fallas y más inteligencia."
Mechanical Piping BIM/VDC Engineer Mechanical Piping BIM/VDC Engineer,Ottomatik.io,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Ingeniería Mecánica / Movilidad,"Mantenimiento predictivo, sistemas mecánicos, robótica móvil, vehículos eléctricos o autónomos y soporte a producción en Ottomatik.io.",Mantenimiento predictivo | CAD / diseño mecánico | Robótica / ADAS | Análisis de fallas,Reduce paradas de equipos y habilita nuevas soluciones de movilidad e inspección.,"Es mantener y mejorar máquinas, vehículos y equipos para que trabajen con menos fallas y más inteligencia."
Tool Engineer I Tool Engineer I with verification,Medtronic,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Ingeniería Mecánica / Movilidad,"Mantenimiento predictivo, sistemas mecánicos, robótica móvil, vehículos eléctricos o autónomos y soporte a producción en Medtronic.",Mantenimiento predictivo | CAD / diseño mecánico | Robótica / ADAS | Análisis de fallas,Reduce paradas de equipos y habilita nuevas soluciones de movilidad e inspección.,"Es mantener y mejorar máquinas, vehículos y equipos para que trabajen con menos fallas y más inteligencia."
Analista de Logística. Analista de Logística.,TotalEnergies,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Ingeniería Mecánica / Movilidad,"Mantenimiento predictivo, sistemas mecánicos, robótica móvil, vehículos eléctricos o autónomos y soporte a producción en TotalEnergies.",Mantenimiento predictivo | CAD / diseño mecánico | Robótica / ADAS | Análisis de fallas,Reduce paradas de equipos y habilita nuevas soluciones de movilidad e inspección.,"Es mantener y mejorar máquinas, vehículos y equipos para que trabajen con menos fallas y más inteligencia."
Virtual Assistant Virtual Assistant,Ottomatik.io,América Latina (En remoto),Mayo 2026,Ingeniería Mecánica / Movilidad,"Mantenimiento predictivo, sistemas mecánicos, robótica móvil, vehículos eléctricos o autónomos y soporte a producción en Ottomatik.io.",Mantenimiento predictivo | CAD / diseño mecánico | Robótica / ADAS | Análisis de fallas,Reduce paradas de equipos y habilita nuevas soluciones de movilidad e inspección.,"Es mantener y mejorar máquinas, vehículos y equipos para que trabajen con menos fallas y más inteligencia."
