portal,source_key,source_url,query,title,company,location,category,salary_min,salary_max,salary_mid,currency,captured_at,evidence
Computrabajo RD,computrabajo,https://do.computrabajo.com/ofertas-de-trabajo/?q=calidad,calidad,Quality Assurance Analyst (Temporary),Quality Assurance Analyst (Temporary),"RPM BPO SRL Santo Domingo de Guzmán, Distrito Nacional",Ingeniería de Datos / BI,40200.0,40200.0,40200.0,DOP,2026-05-29T09:19:59," 40,200.00 $ (Mensual)"
Computrabajo RD,computrabajo,https://do.computrabajo.com/ofertas-de-trabajo/?q=calidad,calidad,Encargado Control de Calidad,Encargado Control de Calidad,"Deya by Dewi Peña Santo Domingo de Guzmán, Distrito Nacional",Manufactura / Calidad,40000.0,40000.0,40000.0,DOP,2026-05-29T09:19:59," 40,000.00 $ (Mensual)"
Computrabajo RD,computrabajo,https://do.computrabajo.com/ofertas-de-trabajo/?q=calidad,calidad,Gerente de calidad y servicio al cliente.,Gerente de calidad y servicio al cliente.,"Exchanging Experiencs Santiago, Santiago",Manufactura / Calidad,28000.0,28000.0,28000.0,DOP,2026-05-29T09:19:59," 28,000.00 $ (Mensual)"
Computrabajo RD,computrabajo,https://do.computrabajo.com/ofertas-de-trabajo/?q=calidad,calidad,Gerente de calidad,Gerente de calidad,"Importante empresa del sector zona franca Santiago, Santiago",Manufactura / Calidad,85000.0,85000.0,85000.0,DOP,2026-05-29T09:19:59," 85,000.00 $ (Mensual)"
Computrabajo RD,computrabajo,https://do.computrabajo.com/ofertas-de-trabajo/?q=calidad,calidad,Supervisor Pesaje y Calidad Vegetales,Supervisor Pesaje y Calidad Vegetales,"Growers Dominicana Tamboril, Santiago",Manufactura / Calidad,27490.0,27490.0,27490.0,DOP,2026-05-29T09:19:59," 27,490.00 $ (Mensual)"
Computrabajo RD,computrabajo,https://do.computrabajo.com/ofertas-de-trabajo/?q=calidad,calidad,Inspector calidad,Inspector calidad,"MARAT INDUSTRIAL Santo Domingo Oeste, Santo Domingo",Manufactura / Calidad,30000.0,30000.0,30000.0,DOP,2026-05-29T09:19:59," 30,000.00 $ (Mensual)"
Computrabajo RD,computrabajo,https://do.computrabajo.com/ofertas-de-trabajo/?q=calidad,calidad,Coordinador de Auditoria de Operaciones,Coordinador de Auditoria de Operaciones,"VUO PARTNERS Santo Domingo de Guzmán, Distrito Nacional",Ingeniería Industrial,80000.0,80000.0,80000.0,DOP,2026-05-29T09:19:59," 80,000.00 $ (Mensual)"
Computrabajo RD,computrabajo,https://do.computrabajo.com/ofertas-de-trabajo/?q=mantenimiento,mantenimiento,Conserje Mantenimiento,Conserje Mantenimiento,"IntraRHecursos Higüey, La Altagracia",Ingeniería Mecánica / Movilidad,24999.0,24999.0,24999.0,DOP,2026-05-29T09:20:01," 24,999.00 $ (Mensual)"
Computrabajo RD,computrabajo,https://do.computrabajo.com/ofertas-de-trabajo/?q=mantenimiento,mantenimiento,Asistente de Mantenimiento General,Asistente de Mantenimiento General,"TDV INVESTMENT Santo Domingo Oeste, Santo Domingo",Ingeniería Mecánica / Movilidad,35000.0,35000.0,35000.0,DOP,2026-05-29T09:20:01," 35,000.00 $ (Mensual)"
Computrabajo RD,computrabajo,https://do.computrabajo.com/ofertas-de-trabajo/?q=mantenimiento,mantenimiento,técnico en mantenimiento,técnico en mantenimiento,"Latam Equipment and Services Bee Santo Domingo de Guzmán, Distrito Nacional",Ingeniería Mecánica / Movilidad,24000.0,24000.0,24000.0,DOP,2026-05-29T09:20:01," 24,000.00 $ (Mensual)"
Computrabajo RD,computrabajo,https://do.computrabajo.com/ofertas-de-trabajo/?q=arquitecto,arquitecto,Dibujante (Arquitectura),Dibujante (Arquitectura),"PROLUM Santo Domingo de Guzmán, Distrito Nacional",Arquitectura / BIM,35000.0,35000.0,35000.0,DOP,2026-05-29T09:20:05," 35,000.00 $ (Mensual)"
Computrabajo RD,computrabajo,https://do.computrabajo.com/ofertas-de-trabajo/?q=arquitecto,arquitecto,Ingeniero / Arquitecto,Ingeniero / Arquitecto,"PROYECTOS INDUSTRIALES, SRL PINSA Santo Domingo Este, Santo Domingo",Arquitectura / BIM,70000.0,70000.0,70000.0,DOP,2026-05-29T09:20:05," 70,000.00 $ (Mensual)"
Computrabajo RD,computrabajo,https://do.computrabajo.com/ofertas-de-trabajo/?q=gerente%20operaciones,gerente operaciones,Líder de Operaciones,Líder de Operaciones,"Grupogilc Santo Domingo Este, Santo Domingo",Ingeniería Industrial,45000.0,45000.0,45000.0,DOP,2026-05-29T09:20:07," 45,000.00 $ (Mensual)"
Computrabajo RD,computrabajo,https://do.computrabajo.com/ofertas-de-trabajo/?q=gerente%20operaciones,gerente operaciones,Gerente de Tienda,Gerente de Tienda,"IX COMERCIO Santo Domingo Este, Santo Domingo",Ingeniería Industrial,35000.0,35000.0,35000.0,DOP,2026-05-29T09:20:07," 35,000.00 $ (Mensual)"
Computrabajo RD,computrabajo,https://do.computrabajo.com/ofertas-de-trabajo/?q=gerente%20operaciones,gerente operaciones,Subgerente de tienda temporal,Subgerente de tienda temporal,"IX COMERCIO Santiago, Santiago",Ingeniería Industrial,30000.0,30000.0,30000.0,DOP,2026-05-29T09:20:07," 30,000.00 $ (Mensual)"
Computrabajo RD,computrabajo,https://do.computrabajo.com/ofertas-de-trabajo/?q=gerente%20operaciones,gerente operaciones,Especialista en Atención al Cliente (nivel de ingles fluido),Especialista en Atención al Cliente (nivel de ingles fluido),"RHASESORATE San Pedro de Macorís, San Pedro de Macorís",Ingeniería Industrial,40000.0,40000.0,40000.0,DOP,2026-05-29T09:20:07," 40,000.00 $ (Mensual)"
Computrabajo RD,computrabajo,https://do.computrabajo.com/ofertas-de-trabajo/?q=gerente%20operaciones,gerente operaciones,Especialista en Atención a Huésped,Especialista en Atención a Huésped,"RHASESORATE San Pedro de Macorís, San Pedro de Macorís",Ingeniería Industrial,40000.0,40000.0,40000.0,DOP,2026-05-29T09:20:07," 40,000.00 $ (Mensual)"
Computrabajo RD,computrabajo,https://do.computrabajo.com/ofertas-de-trabajo/?q=senior,senior,Analista Senior de Ciberseguridad – Gestión de Vulnerabilidades,Analista Senior de Ciberseguridad – Gestión de Vulnerabilidades,"Sewn Products, INC. Santiago, Santiago",Ciberseguridad,131000.0,131000.0,131000.0,DOP,2026-05-29T09:20:12," 131,000.00 $ (Mensual)"
Computrabajo RD,computrabajo,https://do.computrabajo.com/ofertas-de-trabajo/?q=senior,senior,Contable Senior,Contable Senior,"Desarrollate Consulting Aquino Viloria Santo Domingo Este, Santo Domingo",No clasificado,54999.0,54999.0,54999.0,DOP,2026-05-29T09:20:12," 54,999.00 $ (Mensual)"
Computrabajo RD,computrabajo,https://do.computrabajo.com/ofertas-de-trabajo/?q=senior,senior,Ejecutivo Senior de Ventas,Ejecutivo Senior de Ventas,"Liberty Networks Higüey, La Altagracia",No clasificado,120000.0,120000.0,120000.0,DOP,2026-05-29T09:20:12," 120,000.00 $ (Mensual)"
Computrabajo RD,computrabajo,https://do.computrabajo.com/ofertas-de-trabajo/?q=senior,senior,Tecnico en Fumigación,Tecnico en Fumigación,"Grupo Aguiar Santo Domingo de Guzmán, Distrito Nacional",No clasificado,21000.0,21000.0,21000.0,DOP,2026-05-29T09:20:12," 21,000.00 $ (Mensual)"
Computrabajo RD,computrabajo,https://do.computrabajo.com/ofertas-de-trabajo/?q=senior,senior,Abogado Junior,Abogado Junior,"Cabrera & Asociados Santiago, Santiago",No clasificado,40000.0,40000.0,40000.0,DOP,2026-05-29T09:20:12," 40,000.00 $ (Mensual)"
Computrabajo RD - Informática,computrabajo_it,https://do.computrabajo.com/empleos-de-informatica-y-telecom,categoria,Desarollador power bi etl,Desarollador power bi etl,"wmac consultoria y asesoria de recursos humanos srl Santo Domingo de Guzmán, Distrito Nacional",Ingeniería de Datos / BI,45000.0,45000.0,45000.0,DOP,2026-05-29T09:20:14," 45,000.00 $ (Mensual)"
Computrabajo RD - Informática,computrabajo_it,https://do.computrabajo.com/empleos-de-informatica-y-telecom,categoria,Recien graduados con un nivel junior de desarrollo en powerbi y ETL SQL,Recien graduados con un nivel junior de desarrollo en powerbi y ETL SQL,"wmac consultoria y asesoria de recursos humanos srl Santo Domingo Este, Santo Domingo",Ingeniería de Datos / BI,30000.0,30000.0,30000.0,DOP,2026-05-29T09:20:14," 30,000.00 $ (Mensual)"
Computrabajo RD - Informática,computrabajo_it,https://do.computrabajo.com/empleos-de-informatica-y-telecom,categoria,Tecnico en Redes y Sistema de seguridad,Tecnico en Redes y Sistema de seguridad,"ESPARTIMP Santo Domingo Este, Santo Domingo",Cloud / Infraestructura,111111.0,111111.0,111111.0,DOP,2026-05-29T09:20:14," 111,111.00 $ (Mensual)"
Computrabajo RD - Informática,computrabajo_it,https://do.computrabajo.com/empleos-de-informatica-y-telecom,categoria,Ingeniero en Sistemas,Ingeniero en Sistemas,"ESPARTIMP Santo Domingo Este, Santo Domingo",Ingeniería de Software,22222.0,22222.0,22222.0,DOP,2026-05-29T09:20:14," 22,222.00 $ (Mensual)"
Computrabajo RD - Informática,computrabajo_it,https://do.computrabajo.com/empleos-de-informatica-y-telecom,categoria,Admin Support (Remoto a partir de los 3 meses),Admin Support (Remoto a partir de los 3 meses),"Minnek Digital Studio Santiago, Santiago",No clasificado,28000.0,28000.0,28000.0,DOP,2026-05-29T09:20:14," 28,000.00 $ (Mensual)"
Computrabajo RD - Informática,computrabajo_it,https://do.computrabajo.com/empleos-de-informatica-y-telecom,categoria,Supervisor de Operaciones,Supervisor de Operaciones,"Importante empresa del sector Santiago, Santiago",Ingeniería Industrial,40000.0,40000.0,40000.0,DOP,2026-05-29T09:20:14," 40,000.00 $ (Mensual)"
Computrabajo RD - Informática,computrabajo_it,https://do.computrabajo.com/empleos-de-informatica-y-telecom,categoria,Desarrollador Senior,Desarrollador Senior,"PROLAND CONSULTING SRL Santo Domingo Este, Santo Domingo",Ingeniería de Software,80000.0,80000.0,80000.0,DOP,2026-05-29T09:20:14," 80,000.00 $ (Mensual)"
Computrabajo RD - Ingeniería,computrabajo_engineering,https://do.computrabajo.com/empleos-de-ingenieria-y-tecnico,categoria,Auditor calidad,Auditor calidad,"Cloud Manufacturing Tamboril, Santiago",Manufactura / Calidad,30000.0,30000.0,30000.0,DOP,2026-05-29T09:20:16," 30,000.00 $ (Mensual)"
Computrabajo RD - Ingeniería,computrabajo_engineering,https://do.computrabajo.com/empleos-de-ingenieria-y-tecnico,categoria,Gerente de operaciones,Gerente de operaciones,"ASESORES Y CONSULTORES ABREU SURIEL & ASOCIADOS Santo Domingo Este, Santo Domingo",Ingeniería Industrial,100000.0,100000.0,100000.0,DOP,2026-05-29T09:20:16," 100,000.00 $ (Mensual)"
Computrabajo RD - Ingeniería,computrabajo_engineering,https://do.computrabajo.com/empleos-de-ingenieria-y-tecnico,categoria,Planificación y Gestión,Planificación y Gestión,"PROYECTOS INDUSTRIALES, SRL PINSA Santo Domingo Este, Santo Domingo",No clasificado,80000.0,80000.0,80000.0,DOP,2026-05-29T09:20:16," 80,000.00 $ (Mensual)"
Computrabajo RD - Ingeniería,computrabajo_engineering,https://do.computrabajo.com/empleos-de-ingenieria-y-tecnico,categoria,Diseño y Estructuras,Diseño y Estructuras,"PROYECTOS INDUSTRIALES, SRL PINSA Santo Domingo Oeste, Santo Domingo",Ingeniería Civil / Infraestructura,80000.0,80000.0,80000.0,DOP,2026-05-29T09:20:16," 80,000.00 $ (Mensual)"
Computrabajo RD - Ingeniería,computrabajo_engineering,https://do.computrabajo.com/empleos-de-ingenieria-y-tecnico,categoria,Ingeniero residente,Ingeniero residente,"Envirotec Santo Domingo de Guzmán, Distrito Nacional",Ingeniería Civil / Infraestructura,28000.0,28000.0,28000.0,DOP,2026-05-29T09:20:16," 28,000.00 $ (Mensual)"
Computrabajo RD - Ingeniería,computrabajo_engineering,https://do.computrabajo.com/empleos-de-ingenieria-y-tecnico,categoria,pasante de ingenieria,pasante de ingenieria,"GVTEC SRL Santo Domingo de Guzmán, Distrito Nacional",No clasificado,15000.0,15000.0,15000.0,DOP,2026-05-29T09:20:16," 15,000.00 $ (Mensual)"
Computrabajo RD - Ingeniería,computrabajo_engineering,https://do.computrabajo.com/empleos-de-ingenieria-y-tecnico,categoria,Supervisor y control de calidad,Supervisor y control de calidad,"Luis Minaya& Co Santo Domingo Este, Santo Domingo",Manufactura / Calidad,90000.0,90000.0,90000.0,DOP,2026-05-29T09:20:16," 90,000.00 $ (Mensual)"
Computrabajo RD - Ingeniería,computrabajo_engineering,https://do.computrabajo.com/empleos-de-ingenieria-y-tecnico,categoria,Soporte Seguridad Electronica,Soporte Seguridad Electronica,"Clickteck, SRL Santo Domingo de Guzmán, Distrito Nacional",Ingeniería Electrónica,30000.0,30000.0,30000.0,DOP,2026-05-29T09:20:16," 30,000.00 $ (Mensual)"
Computrabajo RD - Ingeniería,computrabajo_engineering,https://do.computrabajo.com/empleos-de-ingenieria-y-tecnico,categoria,Estudiante de ingeniería,Estudiante de ingeniería,"CONSTRUMAX Santo Domingo Oeste, Santo Domingo",No clasificado,30000.0,30000.0,30000.0,DOP,2026-05-29T09:20:16," 30,000.00 $ (Mensual)"
Computrabajo RD - Ingeniería,computrabajo_engineering,https://do.computrabajo.com/empleos-de-ingenieria-y-tecnico,categoria,Encargado de compras internacionales,Encargado de compras internacionales,"PROYECTOS INDUSTRIALES, SRL PINSA Santo Domingo Oeste, Santo Domingo",No clasificado,80000.0,80000.0,80000.0,DOP,2026-05-29T09:20:16," 80,000.00 $ (Mensual)"
